12,"Allsopps 500ml RET Local",716077,25,"last updated on","2023-11-12 12:58:06",1
9,"Allsopps 500ml RET PROMO",777694,25,"inserted on","2023-11-12 12:16:55",1
150,"Alvaro Pnapple 330ml BTL 25X01 Local",623246,25,"last updated on","2023-11-21 17:09:33",1
44,"Alvaro Pnapple 330ml BTL 25X01 UBL Export",695969,25,"last updated on","2023-11-21 17:09:29",1
151,"Alvaro Pnapple 330ml CAN 24X01 EL Export",680219,24,"last updated on","2023-11-21 17:09:33",1
149,"Alvaro Pnapple 330ml CAN 24X01 Local",672279,24,"last updated on","2023-11-21 17:09:33",1
2,"Balozi 500ml RET Local",681232,25,"inserted on","2023-11-12 12:16:55",1
37,"Balozi Lager 500ml RET 25X01 DEFCO DEFCO",772347,25,"last updated on","2023-11-21 17:09:29",1
32,"Balozi Lager Ca 500ml CAN 24X01 DEFCO DEFCO",772346,24,"last updated on","2023-11-21 17:09:28",1
117,"Balozi Lager Ca 500ml CAN 24X01 Local",766268,24,"last updated on","2023-11-21 17:09:32",1
128,"Balozi LB 500ml NRB 06X04 NRB CTN Local",764336,24,"last updated on","2023-11-21 17:09:32",1
129,"Balozi LB 500ml RET 06X04 CTN RET Local",765881,24,"last updated on","2023-11-21 17:09:32",1
49,"Balozi LB 500ml RET 25X01 NCP22 Local",777693,25,"last updated on","2023-11-21 17:09:29",1
131,"Guin Smth Btl 500ml NRB 06X04 NRB CTN Local",764359,24,"last updated on","2023-11-21 17:09:32",1
121,"Guin Smth Btl 500ml RET 25X01 Local",758963,25,"last updated on","2023-11-21 17:09:32",1
184,"Guinness FES    330ml CAN 24X01 Local",789314,24,"last updated on","2024-02-01 17:23:44",0
171,"Guinness FES    500ml CAN 24X01 DutyFree",735521,24,"last updated on","2024-02-01 17:23:44",0
31,"Guinness FES 300ml RET 06X04 CTN RET Local",765891,24,"last updated on","2023-11-21 17:09:28",1
145,"Guinness FES 300ml RET 25X01 Local",696875,25,"last updated on","2023-11-21 17:09:33",1
147,"Guinness FES 300ml RET 25X01 S.Sudan Export",663562,25,"last updated on","2023-11-21 17:09:33",1
162,"Guinness FES 500ml CAN 24X01 Burundi Export",784553,24,"last updated on","2023-11-21 17:09:33",1
66,"Guinness FES 500ml CAN 24X01 DEFCO DEFCO",680886,24,"last updated on","2023-11-21 17:09:30",1
83,"Guinness FES 500ml CAN 24X01 Local",672404,24,"last updated on","2023-11-21 17:09:31",1
156,"Guinness FES 500ml CAN 24X01 Seychell Export",784554,24,"last updated on","2023-11-21 17:09:33",1
155,"Guinness FES 500ml CAN 24X01 Somalia Export",784552,24,"last updated on","2023-11-21 17:09:33",1
154,"Guinness FES 500ml CAN 24X01 Sudan Export",784539,24,"last updated on","2023-11-21 17:09:33",1
65,"Guinness FES 500ml CAN 24X01 UG Export",674681,24,"last updated on","2023-11-21 17:09:30",1
96,"Guinness FES 500ml RET 06X04 CTN RET Local",765830,24,"last updated on","2023-11-21 17:09:31",1
85,"Guinness FES 500ml RET 25X01 5.8 ABV Local",714499,25,"last updated on","2023-11-21 17:09:31",1
68,"Guinness FES 500ml RET 25X01 DEFCO DEFCO",696906,25,"last updated on","2023-11-21 17:09:30",1
52,"Guinness FES 500ml RET 25X01 NCP Local",777517,25,"last updated on","2023-11-21 17:09:29",1
95,"Guinness Kubwa 500ml NRB 06X04 NRB CTN Local",764356,24,"last updated on","2023-11-21 17:09:31",1
1,"Guinness Kubwa 500ml RET Local",696894,25,"inserted on","2023-11-12 12:16:55",1
148,"Guinness Smooth 300ml RET 25X01 Local",767380,25,"last updated on","2023-11-21 17:09:33",1
133,"Guinness Smooth 500ml RET 06X04 CTN RET Local",765880,24,"last updated on","2023-11-21 17:09:32",1
50,"Guinness Smooth 500ml RET 25X01 NCP Local",777511,25,"last updated on","2023-11-21 17:09:29",1
38,"Guinness Smth C 500ml CAN 24X01 Export Export",763397,24,"last updated on","2023-11-21 17:09:29",1
116,"Guinness Smth C 500ml CAN 24X01 Local",762724,24,"last updated on","2023-11-21 17:09:32",1
56,"Hop House 13 500ml CAN 24X01 Local",762789,24,"last updated on","2023-11-21 17:09:29",1
61,"Hop House 13 500ml RET 25X01 Local",754480,25,"last updated on","2023-11-21 17:09:30",1
54,"Hop House n Btl 500ml NRB 06X04 NRB CTN Local",764342,24,"last updated on","2023-11-21 17:09:29",1
55,"Hop House n Btl 500ml RET 06X04 CTN RET Local",765876,24,"last updated on","2023-11-21 17:09:29",1
60,"Hop House n Btl 500ml RET 25X01 Local",738783,25,"last updated on","2023-11-21 17:09:30",1
174,"Manyatta C L&G  300ml BTL 25X01 Local",788613,25,"last updated on","2024-02-01 17:23:44",0
183,"Manyatta C L&G  300ml RET 06X04 CTN RET Local",789291,24,"last updated on","2024-02-01 17:23:44",0
173,"Manyatta C M&G  300ml BTL 25X01 Local",788612,25,"last updated on","2024-02-01 17:23:44",0
182,"Manyatta C M&G  300ml RET 06X04 CTN Local",789285,24,"last updated on","2024-02-01 17:23:44",0
175,"Manyatta C P&M  300ml BTL 25X01 Local",788614,25,"last updated on","2024-02-01 17:23:44",0
180,"Manyatta C P&M  300ml RET 06X04 CTN RET Local",789257,24,"last updated on","2024-02-01 17:23:44",0
172,"Manyatta SC     300ml BTL 25X01 Local",788611,25,"last updated on","2024-02-01 17:23:44",0
181,"Manyatta SC     300ml RET 06X04 CTN RET Local",789284,24,"last updated on","2024-02-01 17:23:44",0
185,"Nairob Summer A 300ml RET 25X01 local",789318,25,"last updated on","2024-02-01 17:23:44",0
161,"Pilsner 300ml RET 25X01 7% Local",786887,25,"last updated on","2023-11-21 17:09:33",1
125,"Pilsner 500ml RET 25X01 Local",733152,25,"last updated on","2023-11-21 17:09:32",1
108,"Pilsner Lager I 500ml CAN 24X01 DEFCO DEFCO",674827,24,"last updated on","2023-11-21 17:09:32",1
25,"Pilsner Lager I 500ml CAN 24X01 EL Export",674752,24,"last updated on","2023-11-21 17:09:27",1
135,"Pilsner Lager I 500ml CAN 24X01 Local",672362,24,"last updated on","2023-11-21 17:09:32",1
126,"Pilsner Lager I 500ml NRB 06X04 NRB CTN Local",764355,24,"last updated on","2023-11-21 17:09:32",1
127,"Pilsner Lager I 500ml RET 06X04 CTN RET Local",765829,24,"last updated on","2023-11-21 17:09:32",1
124,"Pilsner Lager I 500ml RET 25X01 BOLD Local",677573,25,"last updated on","2023-11-21 17:09:32",1
112,"Pilsner Lager I 500ml RET 25X01 DEFCO DEFCO",666147,25,"last updated on","2023-11-21 17:09:32",1
41,"Pilsner Lager I 500ml RET 25X01 NCP Local",777516,25,"last updated on","2023-11-21 17:09:29",1
43,"Rockshore Tropi 300ml RET 25X01 Local",777682,25,"last updated on","2023-11-21 17:09:29",1
42,"Rockshore Tropi 300ml RET 25X01 UG Export",778380,25,"last updated on","2023-11-21 17:09:29",1
5,"Senator Keg DARK 50L",688295,1,"inserted on","2023-11-12 12:16:55",1
6,"Senator Keg REG 50L",603482,1,"inserted on","2023-11-12 12:16:55",1
137,"Sikera AplCdr 330ml CAN 24X01 Local",762725,24,"last updated on","2023-11-21 17:09:32",1
143,"Sikera App Cdr 300ml RET 25X01 Local",758950,25,"last updated on","2023-11-21 17:09:33",1
139,"SkrAplCdr Btl 300ml NRB 06X04 NRB CTN Local",764345,24,"last updated on","2023-11-21 17:09:33",1
140,"SkrAplCdr Btl 300ml RET 06X04 CTN RET Local",765882,24,"last updated on","2023-11-21 17:09:33",1
10,"Tusker 330ml Can LOCAL",672358,24,"inserted on","2023-11-12 12:16:55",1
4,"Tusker 500ml RET Local",730510,25,"inserted on","2023-11-12 12:16:55",1
144,"Tusker Cdr in B 330ml RET 25X01 Local",759449,25,"last updated on","2023-11-21 17:09:33",1
30,"Tusker Cdr in B 330ml RET 25X01 UG Export",762197,25,"last updated on","2023-11-21 17:09:28",1
98,"Tusker Cdr in B 500ml NRB 06X04 NRB CTN Local",764847,24,"last updated on","2023-11-21 17:09:31",1
99,"Tusker Cdr in B 500ml RET 25X01 DEFCO DEFCO",748291,25,"last updated on","2023-11-21 17:09:31",1
104,"Tusker Cdr in B 500ml RET 25X01 Local",726668,25,"last updated on","2023-11-21 17:09:31",1
142,"Tusker Cider 330ml RET 06X04 CTN RET Local",765826,24,"last updated on","2023-11-21 17:09:33",1
93,"Tusker Cider 500ml CAN 24X01 CderAFCO DEFCO",733756,24,"last updated on","2023-11-21 17:09:31",1
106,"Tusker Cider 500ml CAN 24X01 Cider Local",733318,24,"last updated on","2023-11-21 17:09:31",1
167,"Tusker Cider 500ml CAN 24X01 DutyFree Local",735653,24,"last updated on","2023-11-21 17:09:33",1
35,"Tusker Cider 500ml RET 06X04 CTN NCP Local",772685,24,"last updated on","2023-11-21 17:09:29",1
114,"Tusker Cider 500ml RET 06X04 CTN RET Local",765851,24,"last updated on","2023-11-21 17:09:32",1
103,"Tusker Cider 500ml RET 25X01 LOCAL Local",754246,25,"last updated on","2023-11-21 17:09:31",1
53,"Tusker Cider 500ml RET 25X01 NCP Local",777509,25,"last updated on","2023-11-21 17:09:29",1
23,"Tusker In Bottl 355ml NRB 24X01 Export",616854,24,"last updated on","2023-11-21 17:09:27",1
36,"Tusker In Bottl 355ml NRB 24X01 PELLET Export",704396,24,"last updated on","2023-11-21 17:09:29",1
24,"Tusker In Bottl 355ml NRB 25X01 Local",616888,24,"last updated on","2023-11-21 17:09:27",1
130,"Tusker In Bottl 500ml NRB 06X04 NRB CTN Local",764354,24,"last updated on","2023-11-21 17:09:32",1
152,"Tusker In Bottl 500ml NRB 12X01 Export",616895,12,"last updated on","2023-11-21 17:09:33",1
138,"Tusker In Bottl 500ml NRB 24X01 Local",616880,24,"last updated on","2023-11-21 17:09:33",1
28,"Tusker In Bottl 500ml NRB 24X01 Local",701270,24,"last updated on","2023-11-21 17:09:28",1
134,"Tusker In Bottl 500ml RET 06X04 CTN NCP Local",772714,24,"last updated on","2023-11-21 17:09:32",1
132,"Tusker In Bottl 500ml RET 06X04 CTN RET Local",765828,24,"last updated on","2023-11-21 17:09:32",1
111,"Tusker In Bottl 500ml RET 25X01 DEFCO DEFCO",661263,25,"last updated on","2023-11-21 17:09:32",1
113,"Tusker In Bottl 500ml RET 25X01 EXP Export",703125,25,"last updated on","2023-11-21 17:09:32",1
118,"Tusker In Bottl 500ml RET 25X01 LOCAL Local",661314,25,"last updated on","2023-11-21 17:09:32",1
48,"Tusker In Bottl 500ml RET 25X01 NCP Local",777491,25,"last updated on","2023-11-21 17:09:29",1
22,"Tusker In Bottl 500ml RET 25X01 UBL Export",695544,25,"last updated on","2023-11-21 17:09:27",1
136,"Tusker In Can 330ml CAN 24X01 DutyFree ",735501,24,"last updated on","2023-11-21 17:09:32",1
26,"Tusker In Can 330ml CAN 24X01 EL Export",674773,24,"last updated on","2023-11-21 17:09:27",1
109,"Tusker In Can 500ml CAN 24X01 DEFCO DEFCO",680777,24,"last updated on","2023-11-21 17:09:32",1
110,"Tusker In Can 500ml CAN 24X01 DutyFree ",735543,24,"last updated on","2023-11-21 17:09:32",1
107,"Tusker In Can 500ml CAN 24X01 EL Export",674514,24,"last updated on","2023-11-21 17:09:32",1
115,"Tusker In Can 500ml CAN 24X01 Local",672403,24,"last updated on","2023-11-21 17:09:32",1
166,"Tusker In Can 500ml CAN 24X01 Rwanda Export",785912,24,"last updated on","2023-11-21 17:09:33",1
158,"Tusker In Can 500ml CAN 24X01 Somalia Export",785911,24,"last updated on","2023-11-21 17:09:33",1
29,"Tusker In Can 500ml CAN 24X01 UBL Export",704441,24,"last updated on","2023-11-21 17:09:28",1
170,"Tusker In Keg   30L   KEG",646715,1,"last updated on","2024-02-01 17:23:44",0
14,"Tusker Lager 500ml RET PROMO",771134,25,"last updated on","2023-11-12 14:26:36",1
70,"Tusker Lite 330ml NRB 06X04 NRB CTN Local",764333,24,"last updated on","2023-11-21 17:09:30",1
74,"Tusker Lite 330ml RET 06X04 CTN NCP Local",772716,24,"last updated on","2023-11-21 17:09:30",1
72,"Tusker Lite 330ml RET 06X04 CTN RET Local",765878,24,"last updated on","2023-11-21 17:09:30",1
21,"Tusker Lite 330ml RET 25X01 EXP Export",704768,25,"last updated on","2023-11-21 17:09:26",1
78,"Tusker Lite 330ml RET 25X01 LITE Local",663869,25,"last updated on","2023-11-21 17:09:30",1
27,"Tusker Lite 330ml RET 25X01 LITE UBL Export",695596,25,"last updated on","2023-11-21 17:09:28",1
82,"Tusker Lite 330ml RET 25X01 NCP Local",771137,25,"last updated on","2023-11-21 17:09:31",1
46,"Tusker Lite 330ml RET 25X01 NCP Local",777498,25,"last updated on","2023-11-21 17:09:29",1
86,"Tusker Lite Can 500ml CAN 24X01 DEFCO DEFCO",678660,24,"last updated on","2023-11-21 17:09:31",1
169,"Tusker Lite Can 500ml CAN 24X01 DutyFree Local",735651,24,"last updated on","2023-11-21 17:09:33",1
88,"Tusker Lite Can 500ml CAN 24X01 EL Export",680140,24,"last updated on","2023-11-21 17:09:31",1
63,"Tusker Lite Can 500ml CAN 24X01 Local",678832,24,"last updated on","2023-11-21 17:09:30",1
163,"Tusker Lite Can 500ml CAN 24X01 Somalia Export",785900,24,"last updated on","2023-11-21 17:09:33",1
165,"Tusker Lite Can 500ml CAN 24X01 Sudan Export",785966,24,"last updated on","2023-11-21 17:09:33",1
73,"Tusker Malt 330ml RET 06X04 CTN NCP Local",772715,24,"last updated on","2023-11-21 17:09:30",1
71,"Tusker Malt 330ml RET 06X04 CTN RET Local",765877,24,"last updated on","2023-11-21 17:09:30",1
122,"Tusker Malt 330ml RET 25X01 EXPORT Export",675369,25,"last updated on","2023-11-21 17:09:32",1
80,"Tusker Malt 330ml RET 25X01 Local",713345,25,"last updated on","2023-11-21 17:09:30",1
81,"Tusker Malt 330ml RET 25X01 NCP Local",771136,25,"last updated on","2023-11-21 17:09:30",1
47,"Tusker Malt 330ml RET 25X01 NCP Local",777507,25,"last updated on","2023-11-21 17:09:29",1
123,"Tusker Malt 330ml RET 25X01 UBL Export",644249,25,"last updated on","2023-11-21 17:09:32",1
11,"Tusker Malt 500ml RET LOCAL",642754,25,"inserted on","2023-11-12 12:16:55",1
87,"Tusker Malt Can 500ml CAN 24X01 DEFCO DEFCO",678691,24,"last updated on","2023-11-21 17:09:31",1
92,"Tusker Malt Can 500ml CAN 24X01 DutyFree ",735652,24,"last updated on","2023-11-21 17:09:31",1
64,"Tusker Malt Can 500ml CAN 24X01 Local",678847,24,"last updated on","2023-11-21 17:09:30",1
179,"Tusker Malt Can 500ml CAN 24X01 Rwanda Export",788798,24,"last updated on","2024-02-01 17:23:44",0
157,"Tusker Malt Can 500ml CAN 24X01 Seychell Export",784526,24,"last updated on","2023-11-21 17:09:33",1
159,"Tusker Malt Can 500ml CAN 24X01 Somalia Export",784525,24,"last updated on","2023-11-21 17:09:33",1
160,"Tusker Malt Can 500ml CAN 24X01 Sudan Export",784524,24,"last updated on","2023-11-21 17:09:33",1
89,"Tusker Malt Can 500ml CAN 24X01 UG Export",681091,24,"last updated on","2023-11-21 17:09:31",1
69,"Tusker Malt In 330ml NRB 06X04 NRB CTN Local",764332,24,"last updated on","2023-11-21 17:09:30",1
176,"Tusker Ndimu 25 300ml RET 06X04 BBIC Local",788724,24,"last updated on","2024-02-01 17:23:44",0
164,"Tusker Ndimu 25 300ml RET 25X01 RET Local",782264,25,"last updated on","2023-11-21 17:09:33",1
57,"Tusker Pre AleC 500ml CAN 24X01 Local",762723,24,"last updated on","2023-11-21 17:09:29",1
59,"Tusker Prm Ale 500ml NRB 06X04 NRB CTN Local",764848,24,"last updated on","2023-11-21 17:09:30",1
58,"Tusker Prm Ale 500ml RET 06X04 CTN RET Local",765852,24,"last updated on","2023-11-21 17:09:30",1
62,"Tusker Prm Ale 500ml RET 25X01 Local",754509,25,"last updated on","2023-11-21 17:09:30",1
90,"White Cap 500ml CAN 24X01 AFCO DEFCO",681165,24,"last updated on","2023-11-21 17:09:31",1
168,"White Cap 500ml CAN 24X01 DutyFree Local",735522,24,"last updated on","2023-11-21 17:09:33",1
91,"White Cap 500ml CAN 24X01 Export Export",720237,24,"last updated on","2023-11-21 17:09:31",1
34,"White Cap Crisp 300ml RET 25X01 NCP Local",777512,25,"last updated on","2023-11-21 17:09:28",1
178,"White Cap Crisp 300ml RET 25X01 UG Export",788767,25,"last updated on","2024-02-01 17:23:44",0
45,"White Cap Crisp 330ml CAN 24X01 Local",776845,24,"last updated on","2023-11-21 17:09:29",1
177,"White Cap Crisp 330ml CAN 24X01 UG Export",788759,24,"last updated on","2024-02-01 17:23:44",0
94,"White Cap Lager 500ml NRB 06X04 NRB CTN Local",764334,24,"last updated on","2023-11-21 17:09:31",1
97,"White Cap Lager 500ml RET 06X04 CTN RET Local",765879,24,"last updated on","2023-11-21 17:09:31",1
39,"White Cap Lager 500ml RET 25X01 DEFCO DEFCO",764302,25,"last updated on","2023-11-21 17:09:29",1
102,"White Cap Lager 500ml RET 25X01 Local",616892,25,"last updated on","2023-11-21 17:09:31",1
100,"White Cap Lager 500ml RET 25X01 Local",616861,25,"last updated on","2023-11-21 17:09:31",1
51,"White Cap Lager 500ml RET 25X01 NCP Local",777495,25,"last updated on","2023-11-21 17:09:29",1
153,"White Cap Lager 500ml RET 25X01 Sudan Export",773424,25,"last updated on","2023-11-21 17:09:33",1
76,"White Cap Light 300ml NRB 06X04 NRB CTN Local",765362,24,"last updated on","2023-11-21 17:09:30",1
75,"White Cap Light 300ml RET 06X04 CTN RET Local",765827,24,"last updated on","2023-11-21 17:09:30",1
67,"White Cap Light 300ml RET 25X01 Local",616862,25,"last updated on","2023-11-21 17:09:30",1
3,"Whitecap 500ml Can Local",672419,24,"inserted on","2023-11-12 12:16:55",1
7,"Whitecap 500ml RET Local",762947,25,"inserted on","2023-11-12 12:16:55",1
8,"Whitecap crisp 330ml RET LOCAL",775004,25,"inserted on","2023-11-12 12:16:55",1
